source,page,chunk_id,text
683956044-Le-Syndrome-dAsperger-Guide-Complet,12,683956044-Le-Syndrome-dAsperger-Guide-Complet_p12_c1,"Le savoir change le regard, qui à son tour peut améliorer les aptitudes et la situation."
683956044-Le-Syndrome-dAsperger-Guide-Complet,14,683956044-Le-Syndrome-dAsperger-Guide-Complet_p14_c0,"Le syndrome d’Asperger Sensibiliser, former, diagnostiquer, scolariser en milieu ordinaire, insérer professionnellement. Des solutions existent Des milliers de familles isolées sont touchées par le Syndrome d’Asper- ger en 2010. 95% des cas demeurent encore non diagnostiqués à ce jour, faute de professionnels sufﬁ samment sensibilisés à la détection immédiate de ce handicap invisible. Former les professionnels de santé et ceux de l’éducation nationale à détecter le syndrome de façon précoce et prendre en charge les patients et les familles relève de l’urgence. Des solutions concrètes existent. C’est ce que nous révèle cet incontournable et précieux ouvrage dont l’auteur n’est autre que Tony Attwood, grand expert international dont la renommée n’est plus à prouver, et de surcroît, l’ambassadeur ofﬁ ciel d’Asperger Aide France. Le Syndrome d’Asperger, handicap invisible, est lié à des anomalies structurelles du cerveau, plus précisément dans l’hémisphère droit, où se déroulent les processus responsables des émotions. Ce désordre affecte la manière dont les personnes atteintes et vulnérables communiquent et entretiennent des relations avec les autres. Celles-ci décodent difﬁ cilement les actions correspondant aux informations ou stimuli qu’elles reçoivent, mais cette difﬁ culté est amoindrie lorsque la personne a bénéﬁ cié d’un apprentissage de la communication sociale, prise en charge incontour- nable et essentielle chez l’Asperger."
683956044-Le-Syndrome-dAsperger-Guide-Complet,14,683956044-Le-Syndrome-dAsperger-Guide-Complet_p14_c1,"Les familles qui nous contactent chaque jour dans notre Centre d’Expertise Asperger en France nous disent combien elles se recon- naissent dans cet ouvrage. Quant aux professionnels, ils s’en servent au"
683956044-Le-Syndrome-dAsperger-Guide-Complet,15,683956044-Le-Syndrome-dAsperger-Guide-Complet_p15_c0,"XIV Le guide complet du syndrome d’Asperger quotidien comme base de travail pour détecter le Syndrome d’Asperger chez leurs patients. Cet ouvrage est le fruit d’observations cliniques extrêmement fouillées, d’anecdotes et de solutions concrètes qui permettront aux lecteurs de mieux cerner ce qu’est le Syndrome d’Asperger, et de rassurer les familles sur le fait qu’elles ne sont ni maltraitantes, ni coupables, ni laxistes. Le rapport n° 102 du Comité Consultatif National d’Éthique pour les Sciences de la Vie et de la Santé stipule que ces courants essentiellement psychanalytiques « commencent à se substituer, de manière encore trop minoritaire » au proﬁ t d’approches plus cognitivo-comportementales, « recommandées au niveau international », et que cela est « un changement dont on ne peut que souhaiter le développement ». Elaine Hardiman-Taveau et Cécile Veasna Malterre Présidence d’Asperger Aide France"
683956044-Le-Syndrome-dAsperger-Guide-Complet,16,683956044-Le-Syndrome-dAsperger-Guide-Complet_p16_c0,"1 Chapitre 1 Qu’est-ce que le Syndrome d’Asperger ? Tout ce qui sort de la norme, et donc considéré comme anormal, n’est pas nécessairement inférieur. Hans Asperger (1938) La sonnette de la porte retentit, annonçant l’arrivée d’un autre invité à la soirée d’anniversaire d’Alice. Sa mère ouvrit la porte et posa son regard sur Jack, le dernier arrivé des invités. C’était le neuvième anniversaire de sa ﬁ lle, et la liste des invités prévoyait dix ﬁ lles et un garçon. La mère d’Alice s’était étonnée de cet ajout, pensant que les ﬁ llettes de l’âge de sa ﬁ lle considèrent le plus souvent les garçons comme malodorants et stupides, et indignes d’une invitation à la soirée d’anniversaire d’une ﬁ lle. Mais Alice avait dit que Jack était différent. Sa famille avait ré- cemment déménagé à Birmingham, et Jack n’était dans sa classe que depuis quelques semaines. Bien qu’il ait tenté de se joindre aux autres enfants, il ne s’était pas fait d’amis. Les autres garçons lui faisaient subir des brimades et ne l’acceptaient dans aucun de leurs jeux. La semaine dernière, il s’était été assis à côté d’Alice pendant son déjeuner et, tandis qu’elle l’écoutait, elle se disait qu’il était un garçon gentil et solitaire qui semblait déconcerté par le bruit et l’agitation de la cour de récréation."
683956044-Le-Syndrome-dAsperger-Guide-Complet,16,683956044-Le-Syndrome-dAsperger-Guide-Complet_p16_c1,"Il avait l’air mignon, un Harry Potter en plus jeune, et il savait tant de choses sur tant de sujets. Son cœur s’éprit de lui et, malgré les regards perplexes de ses amies lorsqu’elle dit qu’elle l’avait invité à sa soirée, elle avait fermement décidé qu’il viendrait."
683956044-Le-Syndrome-dAsperger-Guide-Complet,17,683956044-Le-Syndrome-dAsperger-Guide-Complet_p17_c0,"2 Le guide complet du Syndrome d’Asperger Et le voici, silhouette solitaire serrant une carte d’invitation et un cadeau qu’il donna immédiatement à la mère d’Alice. Elle remarqua qu’il avait écrit le nom d’Alice sur l’enveloppe, mais que l’écriture était étrangement illisible pour un enfant de huit ans. « C’est sans doute toi Jack », dit-elle ; il répondit simplement, le visage inexpressif : « Oui ». Elle lui sourit, et était sur le point de lui suggérer d’aller dans le jardin rejoindre Alice et ses amies lorsqu’il dit : « Le cadeau d’anniversaire d’Alice est l’une de ces poupées spéciales dont ma mère dit que chaque ﬁ lle en veut, et c’est ce qu’elle a choisi, mais ce que je voulais vraiment lui donner, c’étaient des piles. Aimez-vous les piles ? Moi oui, j’ai cent quatre-vingt-dix-sept piles. Les piles sont vraiment utiles. Quelles piles avez-vous dans vos télécommandes ? ». Sans attendre la réponse, il poursuivit : « J’ai une pile spéciale de Russie. Mon père est ingénieur et travaillait sur un oléoduc en Russie, et il est revenu de Russie avec pour moi trois piles AAA avec des inscriptions en russe dessus. Ce sont mes préférées. Quand je vais au lit, j’aime regarder ma boîte à piles, et les trier dans l’ordre alphabétique avant d’aller dormir."
683956044-Le-Syndrome-dAsperger-Guide-Complet,17,683956044-Le-Syndrome-dAsperger-Guide-Complet_p17_c1,"Je tiens toujours l’une de mes piles russes lorsque je m’endors. Ma mère dit que je devrais embrasser mon ourson en peluche, mais je préfère les piles. Combien de piles avez-vous ? ». Elle répondit : « Euh, je ne sais pas, mais nous devons en avoir pas mal… », et ne savait quoi dire d’autre. Sa ﬁ lle étant une ﬁ lle très gentille, charitable et maternelle, comprenait pourquoi elle avait « adopté » ce petit garçon étrange parmi ses amis. Jack continuait de débiter un monologue sur les batteries, comment elles étaient fabriquées, et ce qu’il convenait de faire avec elles lorsqu’elles étaient épuisées. La mère d’Alice se sentait exténuée d’écouter ce discours qui durait depuis environ dix minutes. Malgré ses signes discrets signiﬁ ant qu’elle avait envie d’être ailleurs, et le fait qu’elle ait ﬁ nalement dit « Je dois aller préparer le repas pour la soirée », cela ne l’empêchait pas de continuer à parler, en la suivant dans la cuisine. Elle remarqua que lorsqu’il parlait, il la regardait rarement, et que son vocabulaire était très inhabituel pour un garçon de huit ans. C’était comme écouter un adulte plutôt qu’un enfant, et il parlait avait beaucoup d’éloquence, même s’il ne semblait pas vouloir l’écouter."
683956044-Le-Syndrome-dAsperger-Guide-Complet,17,683956044-Le-Syndrome-dAsperger-Guide-Complet_p17_c2,"Finalement elle dit : « Jack, tu dois aller dans le jardin pour saluer Alice, et va-t’en maintenant ». Son expression faciale montrait clairement qu’il n’y avait pas d’alternative. Il la dévisagea pendant quelques secondes, comme s’il avait tenté de lire son expression, puis il s’en alla. Elle regarda par la fenêtre de la cuisine, et le vit courir sur le gazon vers Alice. Tandis qu’il courait à travers un groupe de quatre ﬁ lles, elle remarqua que l’une d’elles lui ﬁ t délibérément un croche-pied pour le faire trébucher. Toutes les ﬁ lles rirent lorsqu’il tomba maladroitement sur le sol. Mais Alice avait vu ce qui était arrivé, et vint l’aider à se mettre debout. Cette scène ﬁ ctive est une rencontre typique avec un enfant ayant le Syndrome d’Asperger. Un manque de compréhension sociale, une"
683956044-Le-Syndrome-dAsperger-Guide-Complet,18,683956044-Le-Syndrome-dAsperger-Guide-Complet_p18_c0,"3 Qu’est-ce que le Syndrome d’Asperger ? aptitude limitée à dialoguer avec autrui, et un intérêt puissant pour un domaine particulier, sont les caractéristiques fondamentales de ce Syn- drome. Peut-être que la façon la plus simple de comprendre le Syndrome d’Asperger est de se dire qu’il décrit quelqu’un qui perçoit et imagine le monde différemment des autres. Bien que les cliniciens n’aient décrit ces différences que récemment, le proﬁ l inhabituel d’aptitudes que nous déﬁ nissons comme Syndrome d’Asperger a probablement caractérisé de manière importante et pré- cieuse notre espèce tout au long de son évolution. Ce n’est que depuis la ﬁ n du vingtième siècle que nous disposons d’un nom pour décrire ces personnes. Nous utilisons actuellement pour le diagnostic le terme de Syndrome d’Asperger, basé sur les descriptions remarquablement pers- picaces du Dr Hans Asperger, un pédiatre viennois, qui a remarqué en 1944 que certains enfants en consultation dans sa clinique avaient des caractéristiques de personnalité et un comportement très similaires. Dans les années 1940, la psychologie de l’enfance était devenue en Europe et en Amérique un secteur scientiﬁ que reconnu et en expansion, avec des avancées signiﬁ catives dans les descriptions, les modèles théoriques et les outils d’évaluation, mais Asperger ne pouvait trouver de description ni d’explication adaptée au petit groupe homogène d’enfants inhabituels qui l’intriguait."
683956044-Le-Syndrome-dAsperger-Guide-Complet,18,683956044-Le-Syndrome-dAsperger-Guide-Complet_p18_c1,"Il a suggéré le terme Autistische Psychopathen im Kinders- alter. Une traduction moderne du terme psychologique allemand originel « Psychopathie » dans la terminologie française moderne serait « trouble de la personnalité », c’est-à-dire une description de la personnalité de quelqu’un plutôt qu’une maladie mentale comme la schizophrénie. Asperger a été fortement intrigué par les enfants ayant un trouble autistique de la personnalité, et il a rédigé une description incroyablement ﬁ ne des difﬁ cultés et des aptitudes de ces enfants (Asperger, 1944). Il a observé que leur maturité sociale et leur aptitude aux raisonnements sociaux étaient retardées, et que différents aspects de leurs aptitudes so- ciales étaient assez inhabituels, quel que soit le stade de développement. Ces enfants avaient des difﬁ cultés à se faire des amis, et ils subissaient souvent des brimades des autres enfants. Ils présentaient des déﬁ ciences dans la communication verbale et non verbale, surtout dans l’aspect conversationnel du langage. Le langage de ces enfants était pédant, et certains d’entre eux avaient une prosodie inhabituelle, affectant le ton, la tonalité et le rythme de la parole. La grammaire et le vocabulaire pouvaient être relativement élaborés, mais à la ﬁ n de la conversation, on avait l’impression qu’il y avait quelque chose d’inhabituel dans leur aptitude à tenir une conversation typique par rapport à ce que l’on atten- drait d’un enfant de cet âge."
683956044-Le-Syndrome-dAsperger-Guide-Complet,18,683956044-Le-Syndrome-dAsperger-Guide-Complet_p18_c2,"Asperger a également observé et décrit des déﬁ ciences ﬂ agrantes dans la communication et le contrôle des émotions, et une tendance à intellectualiser les sentiments. Leur empathie n’était pas aussi mature que leurs aptitudes intellectuelles auraient pu le laisser"
683956044-Le-Syndrome-dAsperger-Guide-Complet,19,683956044-Le-Syndrome-dAsperger-Guide-Complet_p19_c0,"4 Le guide complet du Syndrome d’Asperger présager. Ces enfants se souciaient de manière égocentrique d’un sujet ou d’un champ d’intérêt pointu, qui occupait leurs pensées et leur temps. Certains avaient des difﬁ cultés à être attentifs en cours, et avaient des problèmes spéciﬁ ques d’apprentissage. Asperger a noté qu’ils avaient souvent besoin de plus d’assistance de la part de leurs mères pour se débrouiller et s’organiser, que ce à quoi l’on pouvait s’attendre. Il a décrit une maladresse évidente dans la démarche et la coordination. Il a égale- ment noté que certains enfants étaient extrêmement sensibles à des sons, des arômes, des textures et des sensations tactiles particulières. Asperger a jugé que les caractéristiques pouvaient être identiﬁ ées chez certains enfants dès l’âge de deux ou trois ans, bien que pour d’autres les caractéristiques ne devenaient manifestes que quelques années plus tard. Il a également remarqué que certains parents, surtout les pères, semblaient partager quelques caractéristiques de la personnalité de leur enfant. Il a écrit que cet état était probablement dû à des facteurs génétiques ou neurologiques plutôt que psychologiques ou environnementaux. De ses publications initiales et subséquentes, ainsi que d’une analyse récente des dossiers médicaux des enfants qu’il avait suivis pendant trois décennies, il ressort qu’il considérait les troubles autistiques de la personnalité comme faisant partie d’un continuum naturel d’aptitudes qui se fondent dans la normalité (Asperger 1944, 1952, 1979 ; Hippler et Kliepera 2004)."
683956044-Le-Syndrome-dAsperger-Guide-Complet,19,683956044-Le-Syndrome-dAsperger-Guide-Complet_p19_c1,"Il a conceptualisé le trouble comme un type de personnalité stable et durable, et n’a pas observé la désintégration et la fragmentation survenant en cas de schizophrénie. Il a aussi noté que certains des enfants avaient des talents spéciﬁ ques qui pouvaient déboucher avec succès sur un emploi, et que d’autres pouvaient avoir des relations sociales durables. 1 Chemins vers le diagnostic Aujourd’hui, lorsqu’un enfant ou un adulte subit une évaluation en vue d’un diagnostic, il peut y avoir été amené de plusieurs manières possibles. L’enfant en cours d’évaluation pour un diagnostic aura eu un dévelop- pement et un proﬁ l d’aptitudes inhabituel dès la petite enfance, bien que l’âge moyen du diagnostic des enfants avec le Syndrome d’Asperger soit compris entre 8 et 11 ans (Eisenmajer et al. 1996 ; Howlin et Asgharian 1999). J’ai identiﬁ é plusieurs chemins aboutissant à ce diagnostic, qui peuvent commencer lorsque l’enfant est un nouveau-né ou à d’autres étapes de son développement, ou même à des moments particuliers de sa vie d’adulte."
683956044-Le-Syndrome-dAsperger-Guide-Complet,20,683956044-Le-Syndrome-dAsperger-Guide-Complet_p20_c0,"5 Qu’est-ce que le Syndrome d’Asperger ? a. Diagnostic de l’autisme chez les nouveau-nés ou dans la petite enfance Lorna Wing, qui a utilisé la première le terme « Syndrome d’Asperger », considérait que l’on avait besoin d’une nouvelle catégorie de diagnostic. Elle a observé que certains enfants qui présentaient des signes clairs d’autisme dans l’enfance et au début de leur vie d’adulte pouvaient faire des progrès remarquables et avancer le long du continuum autistique, grâce à un diagnostic précoce et des programmes d’intervention précoce intensifs et efﬁ caces (Wing 1981). L’enfant précédemment socialement distant et silencieux veut maintenant jouer avec d’autres enfants et peut s’exprimer avec des phrases compliquées. Là où précédemment il y avait des envies d’isolement, l’enfant a maintenant envie d’être inclus dans des activités sociales. Après beaucoup d’heures de thérapies intensives pour renforcer les capacités de communication, le problème n’est plus d’encourager l’enfant à parler, mais de l’encourager à parler moins, à écouter et à être plus attentif au contexte social. L’enfant plus jeune pou- vait s’être intéressé à des expériences sensorielles (la roue animée d’une voiture jouet ou d’un vélo peuvent l’avoir hypnotisé), mais maintenant il ou elle est fasciné(e) par un sujet particulier, comme par exemple les orbites des planètes."
683956044-Le-Syndrome-dAsperger-Guide-Complet,20,683956044-Le-Syndrome-dAsperger-Guide-Complet_p20_c1,"Des évaluations et des observations antérieures de ses jeux ont indiqué la possibilité d’un retard intellectuel signiﬁ catif, mais maintenant elles conﬁ rment que l’enfant a un quotient intellectuel (QI) dans la normale. Peter Szatmari a suggéré que ces enfants autistes qui développent un langage fonctionnel dans la petite enfance ﬁ nissent par rejoindre le processus de développement d’un enfant type ayant le Syndrome d’Asperger, et acquièrent son proﬁ l typique de compétences (Szatmari 2000). À un moment donné des premières phases du développement d’un enfant, l’autisme peut être un diagnostic correct, mais un sous-groupe distinct d’enfants autistes peut faire preuve, entre l’âge de quatre et six ans, d’une amélioration remarquable du langage, des jeux et du désir de socialisation avec leurs pairs. La trajectoire du développement de ces enfants a changé, et l’éventail de leurs aptitudes à l’école primaire ou élémentaire est compatible avec les caractéristiques du Syndrome d’As- perger (Attwood 1998 ; Dissanayake 2004 ; Gillberg 1998 ; Wing 1981). Ces enfants, qui peuvent être diagnostiqués ultérieurement comme autistes de haut niveau ou ayant le Syndrome d’Asperger, devraient bénéﬁ cier des stratégies et des services conçus pour les enfants avec le Syndrome d’Asperger plutôt que de ceux pour l’autisme."
683956044-Le-Syndrome-dAsperger-Guide-Complet,21,683956044-Le-Syndrome-dAsperger-Guide-Complet_p21_c0,"6 Le guide complet du Syndrome d’Asperger b. Dépistage du Syndrome d’Asperger au cours des premières années d’école Lorsque j’examine des adultes pour les diagnostiquer, je leur demande d’habitude à quel moment ils ont compris pour la première fois qu’ils étaient différents des autres. Beaucoup de ceux qui sont diagnostiqués à l’âge adulte disent que la première fois qu’ils se sont sentis différents des autres a été lorsqu’ils ont commencé à aller à l’école. Ils expliquent qu’ils ont été capables de comprendre et de communiquer avec les membres de leur famille, y compris de jouer le jeu social avec leurs frères et sœurs, mais lorsqu’on attendait d’eux de jouer avec leurs pairs à l’école et de communiquer avec un enseignant, ils se sentaient très différents des enfants de leur âge. Lorsque je demande à ces adultes de décrire ces différences, les réponses font le plus souvent référence au fait de ne pas avoir été intéressés par les activités sociales de leurs pairs, de ne pas avoir voulu les inclure dans leurs activités personnelles, et de ne pas comprendre les conventions sociales dans la cour de récréation ou en classe. Le cheminement vers le diagnostic commence lorsqu’un enseignant expérimenté observe un enfant qui n’a pas d’antécédents connus de traits associés à l’autisme, mais qui est très étrange dans son aptitude à comprendre les situations et les conventions sociales."
683956044-Le-Syndrome-dAsperger-Guide-Complet,21,683956044-Le-Syndrome-dAsperger-Guide-Complet_p21_c1,"L’enfant est aussi reconnu comme immature dans sa capacité à gérer les émotions et à exprimer de l’empathie. On peut noter un style d’apprentissage in- habituel avec de remarquables connaissances dans un champ d’intérêt propre à l’enfant, mais avec des problèmes signiﬁ catifs d’apprentissage et d’attention pour d’autres compétences scolaires. L’enseignant peut également remarquer des problèmes de coordination motrice comme par exemple pour écrire à la main, courir et attraper un ballon. L’enfant peut aussi se boucher les oreilles à cause de sons que les autres enfants ne perçoivent pas comme désagréables. Lorsqu’il est dans la cour de récréation, il peut activement éviter les interactions sociales avec ses pairs, ou être socialement naïf, importun ou dominateur. En classe, l’enseignant se rend compte que l’enfant ne semble pas remarquer ou comprendre les signaux non verbaux porteurs de messages tels que « pas maintenant » ou « je commence à en avoir assez ». L’enfant se fait remarquer notoirement à cause de son comportement asocial et parce qu’il interrompt et ne réagit pas dans la vie sociale de la manière attendue d’un enfant de cet âge et à l’aptitude intellectuelle normale. L’enseignant peut aussi remarquer que l’enfant devient extrê- mement anxieux lorsque les routines sont changées ou qu’il ou elle ne parvient pas à résoudre un problème."
683956044-Le-Syndrome-dAsperger-Guide-Complet,21,683956044-Le-Syndrome-dAsperger-Guide-Complet_p21_c2,"L’enfant n’est manifestement pas intellectuellement retardé, mais il semble mal comprendre socialement ses pairs. L’enseignant sait que"
683956044-Le-Syndrome-dAsperger-Guide-Complet,22,683956044-Le-Syndrome-dAsperger-Guide-Complet_p22_c0,"7 Qu’est-ce que le Syndrome d’Asperger ? l’enfant tirerait proﬁ t de programmes pour l’aider à comprendre les conventions sociales de la salle de classe et de la cour de récréation. Il a également besoin de bénéﬁ cier de formations, de soutien dans la salle de classe, d’informations et d’expertises sur le Syndrome d’Asperger pour faciliter une intégration sociale réussie et le succès scolaire de l’élève. L’enfant a besoin d’aide et l’enseignant a également besoin d’aide. Mon expérience clinique suggère que la majorité des enfants avec le Syndrome d’Asperger parvient au diagnostic par cette voie. Le fait que l’enfant ait une gamme inhabituelle d’aptitudes et de comportements n’est pas apparent à la maison, mais un enseignant sait reconnaître les différences qualitatives présentes dans les aptitudes et le comportement, en salle de classe et en cour de récréation. Lors d’une rencontre ultérieure des parents et des représentants de l’école, les parents sont incités à demander un diagnostic, à la fois pour expliquer le comportement et la gamme d’aptitudes inhabituels, et pour que les parents et l’école aient accès à des programmes et des aides adaptés. c. Diagnostic antérieur d’un autre trouble du développement chez l’enfant Le diagnostic peut être facilité par le fait que l’enfant ait eu un trouble du développement pouvant être associé au Syndrome d’Asperger."
683956044-Le-Syndrome-dAsperger-Guide-Complet,22,683956044-Le-Syndrome-dAsperger-Guide-Complet_p22_c1,"Le diagnostic d’un trouble de l’attention, du langage, de motricité, d’hu- meur, d’alimentation ou d’apprentissage peut être le début du processus scientiﬁ que de constat, qui peut ﬁ nalement aboutir à un diagnostic de Syndrome d’Asperger. Trouble de Déﬁ cit de l’Attention/Hyperactivité Le grand public est correctement informé du Trouble de Déﬁ cit de l’At- tention/Hyperactivité (TDAH), et un enfant peut être une source d’in- quiétude pour les parents ou pour un enseignant dès lors qu’il présente un déﬁ cit de l’attention, de problèmes d’impulsivité ou d’hyperactivité. Ce diagnostic peut rendre compte des difﬁ cultés de l’enfant dans ces domaines, mais ne peut expliquer le proﬁ l inhabituel d’aptitudes socia- les, linguistiques et cognitives propres à l’enfant et que les critères de diagnostic du Syndrome d’Asperger décrivent avec plus d’exactitude. Le TDAH peut être diagnostiqué en premier, mais ne pas être le bout du chemin menant au diagnostic. Les cliniciens savent depuis un certain temps que les enfants avec le Syndrome d’Asperger peuvent également avoir des signes de TDAH, ce qui a été conﬁ rmé par plusieurs recherches et études de cas (Ehlers"
683956044-Le-Syndrome-dAsperger-Guide-Complet,23,683956044-Le-Syndrome-dAsperger-Guide-Complet_p23_c0,"8 Le guide complet du Syndrome d’Asperger et Gillberg 1993 ; Fein et al. 2005 ; Ghaziuddin, Weider-Mikhail et Gha- ziuddin 1998 ; Klin et Volkmar 1997 ; Perry 1998 ; Tani et al. 2006). Les deux diagnostics ne sont pas mutuellement exclusifs, et l’enfant peut bénéﬁ cier du traitement médical et des stratégies utilisées dans chacun des deux cas. J’ai observé de jeunes enfants avec le Syndrome d’Asperger qui étaient hyperactifs, mais non nécessairement à cause du TDAH. L’hy- peractivité peut être une réponse à un haut niveau de stress et d’anxiété, particulièrement dans de nouvelles situations sociales qui rendent l’en- fant incapable d’être assis tranquillement et de se détendre. Avant de conﬁ rmer le diagnostic de TDAH, il est important de faire la distinction entre une palette de facteurs pouvant inﬂ uencer l’attention (comme la motivation) et d’autre part l’hyperactivité. Trouble du langage Un petit enfant qui a le Syndrome d’Asperger peut être d’abord reconnu comme ayant un retard dans l’acquisition du langage, et être envoyé auprès d’un spécialiste de la parole/du langage pour un examen et une thérapie. Des tests scientiﬁ ques des aptitudes de communication peuvent détecter à la fois un retard dans l’acquisition du langage et des caracté- ristiques spéciﬁ ques qui ne sont typiques d’aucune des étapes de cette acquisition du langage."
683956044-Le-Syndrome-dAsperger-Guide-Complet,23,683956044-Le-Syndrome-dAsperger-Guide-Complet_p23_c1,"L’examen détecte alors un retard de langage et une déviance avec un proﬁ l d’aptitudes linguistiques qui ressemble au Trouble Sémantique Pragmatique du Langage (TSPL). Les enfants at- teints d’un TSPL ont des aptitudes langagières relativement bonnes pour ce qui est de la syntaxe, du vocabulaire et de la phonologie, mais font un mauvais usage du langage dans le contexte social, c’est-à-dire dans l’art de la conversation ou dans les aspects pragmatiques du langage (Rapin 1982). Les aptitudes sémantiques sont affectées de telle sorte que l’enfant a tendance à interpréter de manière littérale ce que quelqu’un dit. Un diagnostic de TSPL explique les aptitudes langagières de l’enfant, mais un examen global des aptitudes et du comportement indique que le tableau clinique plus général s’explique par le Syndrome d’Asperger. Les frontières entre le diagnostic du Syndrome d’Asperger et les troubles spéciﬁ ques du langage tels que le TSPL ne sont pas clairement tracées (Bishop 2000). Un retard d’acquisition de la compétence passive du langage est souvent associé chez les jeunes enfants à des problèmes de socialisation (Paul, Spangle-Looney et Dahm 1991). Un enfant qui a des difﬁ cultés à comprendre le langage de quelqu’un et à être compris peut devenir anxieux et distant dans les situations sociales."
683956044-Le-Syndrome-dAsperger-Guide-Complet,23,683956044-Le-Syndrome-dAsperger-Guide-Complet_p23_c2,La raison du retrait social tient alors à des déﬁ ciences de langage plutôt qu’aux raisonnements sociaux déﬁ cients propres au Syndrome d’Asperger.
683956044-Le-Syndrome-dAsperger-Guide-Complet,24,683956044-Le-Syndrome-dAsperger-Guide-Complet_p24_c0,"9 Qu’est-ce que le Syndrome d’Asperger ? Néanmoins, l’enfant avec le Syndrome d’Asperger qui a également des signes du TSPL tirera proﬁ t des programmes destinés aux enfants qui sont touchés par ce trouble. Trouble moteur Un jeune enfant peut être identiﬁ é par ses parents et ses enseignants comme étant maladroit, ayant des difﬁ cultés de coordination et d’habi- leté. L’enfant peut avoir des difﬁ cultés pour nouer ses lacets, apprendre à faire du vélo, écrire à la main et attraper un ballon, et une démarche inhabituelle ou immature lorsqu’il court ou marche. L’enfant est envoyé auprès d’un ergothérapeute ou d’un kinésithérapeute pour un examen et une thérapie. Celui-ci peut conﬁ rmer un retard d’acquisition des aptitudes motrices ou un trouble moteur spéciﬁ que, mais le thérapeute peut égale- ment noter d’autres caractéristiques inhabituelles du développement de l’enfant et de ses degrés d’acquisitions, et être le premier professionnel à suspecter que l’enfant a le Syndrome d’Asperger. Bien que les problè- mes de coordination soient le point de départ du cheminement vers un diagnostic du Syndrome d’Asperger, l’enfant tirera évidemment proﬁ t des programmes pour améliorer les aptitudes motrices. Certains enfants ayant le Syndrome d’Asperger peuvent développer des mouvements corporels involontaires, rapides et soudains (tics mo- teurs) et des vocalisations incontrôlables (tics vocaux) qui ressemblent aux symptômes du Syndrome de la Tourette (Ehlers et Gillberg 1993 ; Gillberg et Billstedt 2000 ; Kadesjo et Gillberg 2000 ; Ringman et Janko- vic 2000)."
683956044-Le-Syndrome-dAsperger-Guide-Complet,24,683956044-Le-Syndrome-dAsperger-Guide-Complet_p24_c1,"Un examen de dépistage du Syndrome de la Tourette, étant donné qu’il identiﬁ e les tics moteurs et vocaux, peut être une étape vers un diagnostic futur du Syndrome d’Asperger. Trouble de l’humeur Nous savons que les jeunes enfants avec le Syndrome d’Asperger sont sujets à développer des troubles de l’humeur (Attwood 2003a), et que certains enfants semblent être presque constamment anxieux, ce qui peut être le signe d’un Trouble Anxieux Généralisé (TAG). Un des problèmes auxquels sont confrontés les enfants avec le Syndrome d’Asperger qui utilisent leur intellect plutôt que leur intuition pour réussir dans certaines situations sociales est qu’ils peuvent être dans un état d’alerte et d’an- xiété quasi permanente, à l’origine d’un risque d’épuisement mental et physique. L’enfant peut développer des mécanismes de compensation pour éviter les situations anxiogènes par exemple à l’école, en refusant d’assister aux"
683956044-Le-Syndrome-dAsperger-Guide-Complet,25,683956044-Le-Syndrome-dAsperger-Guide-Complet_p25_c0,"10 Le guide complet du Syndrome d’Asperger cours ou de parler à l’école (Kopp et Gillberg 1997). Il peut y avoir une angoisse intense ou une réaction phobique à certaines situations sociales, à des expériences sensorielles comme un aboiement de chien, ou à un changement dans les prévisions, comme par exemple une modiﬁ cation de la routine scolaire quotidienne. Une consultation chez un psychologue clinicien, chez un psychiatre ou auprès d’un service de santé mentale pour les enfants ayant un trouble de l’humeur, peut mener à un diagnostic du Syndrome d’Asperger, lorsque l’on reconstitue entièrement et en détail le développement passé de l’enfant (Towbin et al. 2005). Certains enfants avec le Syndrome d’Asperger peuvent devenir clini- quement dépressifs lorsqu’ils se rendent compte qu’ils ont des difﬁ cultés considérables d’intégration sociale. La réaction dépressive peut être internalisée, menant à une attitude critique envers soi-même, et même à des pensées suicidaires, ou externalisées, résultant en une attitude critique envers les autres, ainsi que dans de la frustration et de la colère, qui s’expriment surtout lorsque l’enfant a des difﬁ cultés à comprendre une situation sociale. L’enfant se culpabilise et dit : « je suis stupide », ou les autres, « c’est de votre faute »."
